"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"56450",0,15320,15273,16139,162000,2490,1140,45,16498,16528,17199,107000,2164,1120,41,16367,16320,17081,112000,2253,1120,67
"32174",0,18335,18382,18897,48000,1903,940,75,18366,18363,18895,59000,2002,960,188,19831,19737,20155,33000,1877,980,286
"105335",0,18011,17987,18642,55000,1997,960,82,19810,19837,19893,36000,1565,820,378,18823,18886,19672,34000,2077,2550,245
"12907",0,19793,19640,20097,26000,1698,920,122,21108,21107,21289,17000,1638,980,223,21093,20604,20909,13000,1426,860,173
"107686",0,19084,19015,19834,34000,1869,1100,118,19449,19494,19893,35000,1694,920,52,20859,20540,21107,16000,1595,1000,204
"126596",0,16042,15981,16907,129000,2460,1140,121,17149,17197,17792,88000,2012,1060,90,17082,17069,17703,93000,2155,1040,156
"106531",0,16627,16590,17356,105000,2240,1020,91,17273,17314,17960,79000,2016,1140,11,17920,17826,18566,65000,2033,1020,80
"5249",0,16747,16701,17513,100000,2359,1020,83,17499,17595,18075,75000,1874,1040,22,17850,17795,18402,70000,2150,920,264
"23825",0,17890,17837,18638,60000,2158,1020,148,19250,19367,19751,40000,1777,940,374,18480,18410,19142,49000,1954,1020,82
"106231",0,17342,17284,18023,75000,2115,1020,61,18873,18928,19293,44000,1659,920,30,17519,17546,18063,65000,1815,980,86
"118962",0,20314,20304,20639,15000,1375,820,60,21121,21015,21711,11000,1458,1120,391,20862,20723,21153,19000,1514,1020,163
"125494",0,15172,15116,16066,162000,2539,1140,58,16316,16354,17130,122000,2312,1260,38,16288,16245,16999,111000,2228,1120,90
"125960",0,18879,18899,19592,32000,1938,1020,227,19545,19623,19928,36000,1440,880,77,20183,20283,20694,17000,1505,1040,178
"35257",0,18125,18170,18691,55000,1827,920,70,19232,19250,19660,40000,1589,920,243,18357,18363,19012,52000,2054,1040,132
"71934",0,18045,18058,18706,42000,1942,1000,128,19070,19069,19467,43000,1710,940,87,19002,18962,19631,35000,1827,940,236
"14987",0,18421,18423,18990,50000,1874,940,185,19104,19181,19470,42000,1686,880,93,19504,19499,20095,29000,1696,1080,260
"69270",0,18497,18515,19154,50000,1992,960,122,19675,19689,20216,29000,1613,900,91,19200,19192,19702,24000,1709,980,202
"130013",0,18739,18669,19439,47000,2040,920,142,19608,19641,19889,32000,1578,900,36,19693,19636,20295,27000,1654,1020,181
"1236",0,18565,18618,19418,51000,2151,1020,111,20040,20096,20341,38000,1945,840,400,19070,19091,19610,39000,1756,940,108
"125198",0,15819,15782,16724,89000,2370,1140,57,17376,17433,18019,74000,1969,1120,162,16561,16527,17218,96000,2096,1060,57
"97643",0,16363,16327,17122,116000,2331,1040,12,17484,17469,18177,79000,2122,1080,82,17513,17421,18062,71000,1999,1000,145
"2791",0,18296,18369,19187,67000,2316,920,30,18707,18829,19196,52000,1770,960,218,18927,18922,19867,43000,2104,2550,204
"53841",0,18478,18417,19144,48000,1995,1000,98,20755,20770,20606,25000,1438,740,217,18959,18895,19634,44000,2080,2950,173
"11835",0,19501,19458,20307,39000,2184,1020,288,19551,19516,20330,42000,2079,1200,359,20149,20313,21197,14000,1713,1400,518
"88808",0,21179,20846,21436,8000,2054,760,717,20521,20587,20803,27000,1472,960,300,21095,20724,21384,17000,1913,1060,651
"96792",0,18108,18108,18853,63000,2287,1020,66,19040,19030,19625,44000,1795,960,136,18160,18130,18753,50000,1856,1020,69
"109418",0,17178,17111,17944,86000,2343,1020,69,18798,18770,19360,51000,1830,920,25,16841,16822,17424,86000,2043,1020,55
"30293",0,19012,19039,19520,38000,1807,940,350,19831,19909,20342,25000,1492,920,22,19263,19256,19912,34000,1844,2900,18
"112099",0,18487,18464,19181,49000,2053,920,99,19956,19839,20434,34000,1796,840,321,18583,18532,19153,52000,1998,1020,42
"47156",0,19430,19352,19919,33000,2200,940,401,19482,19602,19811,37000,1561,840,115,20487,21125,21173,8000,1137,860,212
"102817",0,15284,15208,16237,169000,2719,1260,72,16406,16418,17173,116000,2245,1220,42,16232,16181,16945,106000,2227,1140,13
"60318",0,16311,16270,17052,103000,2232,1080,49,17660,17763,18178,66000,1802,1020,97,17240,17206,17832,75000,2002,1020,85
"128683",0,18446,18467,19096,52000,2067,980,174,20300,20309,20149,27000,1331,740,335,19264,19278,20056,43000,2158,2750,173
"122386",0,15919,15848,16792,139000,2531,1060,62,17285,17324,17917,77000,1940,1100,110,16911,16912,17558,87000,2050,1020,101
"123246",0,17571,17557,18272,73000,2110,1000,72,18861,18884,19260,46000,1670,900,187,18375,18401,18973,50000,1842,940,92
"87816",0,18576,18463,19187,50000,2109,860,228,19756,19782,20105,27000,1434,800,145,19825,19892,20156,29000,1754,980,32
"125941",0,18924,18872,19641,41000,1830,1020,144,20714,20735,20697,19000,1198,740,95,18842,18887,19383,43000,1793,980,138
"31409",0,18411,18408,18970,46000,1848,900,193,19461,19654,19930,34000,1656,1000,90,19623,19650,20221,28000,1628,940,252
"11911",0,18031,17809,18889,79000,2544,1020,67,18560,18700,19023,55000,1876,900,206,19257,19217,20011,35000,1800,1040,224
"25978",0,14912,14839,15756,176000,2603,1140,80,16529,16525,17411,116000,2333,1260,59,15896,15848,16755,126000,2436,1260,122
"4357",0,18912,19074,19687,29000,1793,1000,208,20235,20224,20436,20000,1437,720,91,20067,19859,20761,22000,1937,1100,409
"108483",0,16458,16428,17228,96000,2290,1040,76,17639,17681,18270,68000,1985,1060,46,17612,17574,18316,73000,2229,1040,144
"135487",0,17251,17216,18061,88000,2312,1020,100,17758,17816,18293,67000,1882,1020,157,18415,18390,19047,52000,1919,1000,76
"97659",0,18271,18233,18962,49000,1977,1020,64,20750,20735,20544,25000,1405,780,83,18300,18417,18792,47000,1757,980,45
"42497",0,18732,18683,19166,47000,1918,900,201,19948,19935,20281,35000,1892,940,255,19176,19141,19651,41000,2159,880,248
"107385",0,18652,18608,19312,45000,2017,940,94,20069,20121,20297,27000,1500,880,122,19634,19635,19994,32000,1535,940,189
"19621",0,18946,19015,19432,39000,1760,880,226,20269,20332,20566,26000,1608,880,166,19077,19091,19608,37000,1769,1000,301
"15836",0,16268,16228,17063,108000,2288,1080,44,17511,17565,18043,75000,1866,1000,77,17164,17123,17826,77000,2126,1040,142
"70308",0,16993,16978,17692,71000,2147,1020,62,18359,18435,18881,58000,1801,980,138,17938,17975,18468,54000,1884,980,141
"63633",0,18014,18024,18595,60000,1925,920,148,18560,18592,19037,51000,1754,920,45,19496,19346,20073,34000,1845,920,114
"9275",0,16744,16578,17635,81000,2669,1020,204,18193,18303,18712,38000,1732,940,75,16501,16477,17192,97000,2166,1060,114
"13716",0,18121,18072,18710,53000,1808,940,80,20008,19992,20168,27000,1325,740,153,17973,17980,18600,60000,2016,2950,132
"45530",0,17003,17012,17638,82000,2067,1020,43,18196,18283,18569,55000,1627,920,41,18022,17905,18591,68000,2132,940,46
"14955",0,17572,17546,18253,69000,2088,1020,59,18531,18581,18881,50000,1554,840,103,18728,18741,19352,48000,1887,1020,48
"64584",0,15534,15433,16410,159000,2602,1180,45,16387,16388,17238,121000,2416,1300,87,16623,16570,17260,100000,2175,1040,83
"57093",0,19149,19523,19851,14000,1394,940,135,19343,19444,19827,26000,1677,880,194,19796,20566,20847,12000,1449,1220,239
"99794",0,18697,18737,19301,48000,1925,940,143,19149,18984,19618,48000,2016,940,400,19601,19551,20291,32000,1730,1040,89
"40398",0,18433,18410,19095,52000,2105,960,165,18742,18819,19257,44000,1757,960,59,20030,19908,20429,26000,1732,840,368
"26298",0,18367,18351,19086,53000,2075,1000,67,19733,19808,19935,37000,1536,840,245,19219,19073,20040,40000,2202,1240,237
"98509",0,18330,18244,19049,48000,1970,940,166,19866,19911,20224,35000,1763,920,169,18903,18866,19477,44000,2002,2850,9
"136021",0,19743,19669,20579,22000,1913,920,410,20244,20291,20701,22000,1300,860,136,20371,20842,21326,6000,1056,1300,159
"119227",0,18638,18607,19480,46000,2066,1060,183,19692,19522,20220,51000,2702,840,594,20622,20492,20577,21000,1485,900,33
"32044",0,19891,19865,20588,25000,1616,880,199,20110,20286,20467,28000,1532,980,108,20678,20833,21682,10000,2173,1660,657
"92668",0,18991,19073,19410,38000,1818,940,209,19718,19830,20229,35000,1679,1000,104,19828,19769,20813,31000,2085,2350,137
"79977",0,17069,17051,17770,81000,2140,1020,91,18122,18205,18656,56000,1840,1020,143,18403,18406,18961,57000,1959,1000,174
"55046",0,17570,17541,18184,69000,2050,940,98,17611,17695,18210,68000,1896,1040,41,19273,19204,19805,37000,2089,980,327
"22798",0,16410,16341,17289,121000,2526,1080,48,16901,17002,17637,104000,2236,1140,103,17295,17195,17963,90000,2258,1040,89
"121889",0,17933,17909,18723,62000,2188,1020,89,19606,19486,20013,39000,1860,880,217,18304,18225,18853,64000,2038,960,66
"78497",0,17551,17414,18221,67000,2066,1000,84,18770,18834,19134,45000,1537,880,126,18831,18733,19420,45000,2183,1040,216
"61787",0,18860,18904,19456,38000,1836,940,63,20211,20281,20552,27000,1385,880,141,19694,19657,20347,30000,1821,2850,133
"74292",0,16972,16838,17665,101000,2530,1020,260,17658,17734,18151,67000,1760,1020,71,18367,18456,18766,48000,1688,920,98
"123208",0,16523,16455,17338,110000,2361,1040,39,17537,17559,18143,72000,1933,1080,77,17567,17500,18204,75000,2198,1020,93
"33807",0,18318,18254,19040,48000,2188,1020,15,19554,19546,19882,36000,1462,820,247,19534,19451,20172,42000,2032,1080,246
"31084",0,18176,18227,18744,57000,1938,920,51,18067,18145,18583,55000,1823,980,63,19259,19112,19931,40000,1929,2850,317
"26034",0,15533,15462,16360,138000,2458,1120,34,16857,16842,17658,106000,2348,1180,61,16544,16478,17225,107000,2282,1100,62
"114660",0,18174,18175,18846,56000,1960,1020,104,18964,19042,19306,41000,1528,860,152,19097,19072,19761,40000,1765,1020,150
"56147",0,19402,19392,20258,24000,1666,920,278,21155,21111,21476,14000,1344,940,257,21298,20717,21164,12000,1351,740,387
"62361",0,19853,19785,20276,27000,1518,900,114,20801,20836,21097,20000,1481,860,107,20357,20044,20805,21000,1734,1100,337
"595",0,19131,19129,19907,40000,2073,1020,48,19077,19074,19469,44000,1718,880,193,20058,20014,21012,21000,2012,1360,566
"103041",0,15643,15587,16478,140000,2442,1140,9,16620,16625,17390,102000,2191,1240,56,16765,16776,17370,87000,1947,1040,43
"7046",0,18916,18831,19673,44000,2059,1000,296,20168,20276,20582,25000,1436,840,58,19441,19427,19947,30000,1723,960,191
"12733",0,18258,18228,18900,54000,1938,920,81,18608,18614,19203,53000,1835,1000,121,19490,19443,20600,32000,2000,2350,127
"54071",0,16985,16956,17665,59000,2064,1020,72,18004,18045,18536,62000,1779,980,134,18036,18098,18581,57000,1929,940,127
"122035",0,16824,16777,17645,88000,2298,1020,44,17427,17397,18117,76000,2035,1140,121,18106,18085,18763,66000,2091,1020,79
"49624",0,18736,18637,19481,44000,1954,1080,117,19406,19539,19863,37000,1774,900,28,20363,20330,20812,17000,1542,840,324
"22898",0,20113,20185,20491,30000,1794,920,218,20685,20734,21283,19000,1672,960,160,20451,20867,21511,11000,1363,2200,154
"43645",0,18184,18168,18793,55000,2049,960,229,18510,18561,18960,51000,1755,920,238,19522,19500,20117,34000,2009,900,236
"122849",0,18528,18459,19384,50000,2131,1080,109,20077,20024,20582,33000,1928,920,424,19533,19465,20182,31000,1780,900,282
"75346",0,16467,16462,17200,102000,2207,1080,54,18138,18178,18647,54000,1768,1060,22,16152,16094,16928,109000,2275,1200,59
"86580",0,16049,16020,16852,123000,2350,1120,9,17360,17338,17963,74000,1980,1080,168,16943,16891,17558,92000,2129,1020,131
"18038",0,17702,17530,18453,73000,2252,1020,176,19139,19270,19504,43000,1704,880,163,17849,17838,18405,70000,2000,960,177
"68759",0,15963,15898,16826,126000,2474,1120,21,17087,17135,17878,84000,2159,1200,89,17017,16983,17660,75000,2117,1040,71
"21662",0,18972,18978,19700,38000,1986,980,214,20213,20336,20592,25000,1578,920,130,19219,19039,19799,47000,2100,1060,157
"13693",0,15846,15803,16620,130000,2321,1060,81,17071,17094,17832,87000,2123,1140,53,16811,16821,17458,85000,2045,2950,78
"54335",0,17148,17163,17854,81000,2118,1020,87,18135,18156,18657,73000,2125,960,269,18260,18222,18851,47000,1797,1000,64
"58055",0,19021,18948,19779,40000,1975,980,189,19201,19246,19649,35000,1603,940,206,19963,20574,21032,9000,1220,2350,437
"27294",0,16108,16031,16942,110000,2559,1140,106,17785,17818,18309,79000,1980,1000,54,16511,16433,17261,111000,2334,1140,68
"102272",0,19777,19746,20329,25000,1666,880,244,19261,19337,19772,37000,1704,920,99,20921,21079,21465,6000,1157,1100,173
"120082",0,14971,14907,15855,176000,2574,1160,66,16018,16014,16569,126000,2079,840,35,16188,16159,16966,114000,2282,1100,19
"79386",0,15970,15938,16819,127000,2410,1140,78,17478,17511,18061,71000,1871,1040,74,17026,17030,17597,76000,1927,1000,113
"106298",0,15666,15576,16580,154000,2635,1200,24,16922,16934,17694,101000,2291,1200,42,16721,16670,17376,106000,2216,1040,95
"58180",0,17632,17584,18269,66000,2029,1020,110,17887,17903,18401,62000,1787,980,58,19198,19122,19651,35000,1882,880,330
"121842",0,18891,18915,19430,49000,1887,880,38,19716,19674,20357,30000,1797,1080,303,18766,18729,19392,49000,1998,1020,70
"15430",0,17421,17388,18082,75000,2128,1000,96,19049,19180,19382,41000,1585,840,153,17986,17993,18563,52000,1858,1040,83
"81605",0,16004,15948,16865,123000,2421,1120,63,17716,17789,18306,69000,1907,1060,130,16671,16632,17351,94000,2181,1040,82
"108613",0,18539,18563,19141,55000,1991,980,226,19431,19571,19936,40000,1720,920,172,19306,19252,20079,44000,2343,2700,310
"4382",0,16979,16938,17642,43000,1865,960,23,17944,17961,18513,48000,1949,1000,203,17962,17852,18540,65000,2157,960,175
"86536",0,19879,19909,20334,22000,1467,840,69,20313,20330,20660,25000,1537,780,184,20719,20458,21073,16000,1751,1140,501
"130912",0,18619,18725,19342,49000,2048,980,78,18479,18506,18895,48000,1610,880,76,19721,19727,20444,27000,1759,1040,386
"49582",0,17170,17140,17817,77000,2035,980,22,17876,17948,18382,66000,1824,980,94,18505,18494,19095,50000,1832,1000,133
"78046",0,19310,19357,19983,38000,2065,900,289,19837,19919,20040,28000,1516,880,152,20549,20652,21524,11000,1703,1360,436
"13995",0,16410,16372,17225,112000,2354,1120,141,17238,17262,17895,80000,2052,1100,33,17451,17407,18054,66000,1981,1020,24
"71377",0,17196,17135,17839,40000,1822,940,49,17860,17897,18451,45000,1853,1020,87,18426,18449,19049,42000,1965,1020,61
"116794",0,17847,17833,18461,59000,1933,920,68,18259,18269,18781,55000,1798,1000,37,19149,19185,19786,34000,1898,2850,75
"17399",0,19475,19448,20105,46000,2174,940,257,19439,19452,19938,42000,1906,900,263,20970,21762,21626,6000,1038,940,179
"53335",0,16306,16243,17080,112000,2599,1040,202,17470,17540,18068,71000,1908,1060,50,17124,17061,17717,74000,2038,1020,123
"89523",0,18533,18495,19043,44000,1823,880,185,19703,19664,20284,29000,1651,880,132,18713,18750,19245,42000,1743,980,90
"70843",0,16657,16612,17369,95000,2236,1040,41,18194,18249,18659,61000,1766,920,111,17354,17298,17926,63000,1913,1000,92
"124640",0,17838,17745,18565,69000,2167,1020,75,19500,19605,19835,37000,1674,900,126,17842,17779,18496,66000,2012,1040,116
"113441",0,18253,18303,19040,58000,2183,1020,162,19615,19543,19999,36000,2183,860,486,18954,18871,19695,48000,2261,2700,232
"73668",0,18234,18196,18815,49000,1862,940,127,19427,19370,19962,37000,1671,840,82,19200,19157,19713,33000,1790,920,136
"27225",0,19246,19221,19565,33000,1670,820,200,20262,20339,20627,27000,1516,760,383,19374,19383,19942,30000,1787,2950,399
"134963",0,17853,17877,18518,67000,2140,940,160,18457,18433,18976,64000,2063,940,212,18982,18807,19769,54000,2434,2650,314
"125129",0,19231,19137,19808,38000,2082,960,266,19252,19320,19692,38000,1630,900,143,20624,20961,21482,11000,1189,780,465
"134981",0,16340,16237,17127,121000,2543,1020,133,17868,17941,18418,63000,1868,1020,83,16601,16559,17246,102000,2146,1020,89
"68376",0,18686,18599,19357,48000,1949,1020,268,20075,20121,20534,27000,1651,1040,190,19054,19249,19367,39000,1577,880,199
"15799",0,19474,19469,19934,29000,1723,920,93,19609,19623,20166,29000,1561,920,207,21407,21069,20879,19000,1522,920,232
"137164",0,19380,19553,20132,30000,1781,940,223,19693,19947,20360,29000,1778,920,164,20131,20314,20750,17000,1423,940,495
"85477",0,18326,18337,19038,54000,2075,1020,99,19752,19793,20082,33000,1477,840,50,18966,18891,19705,38000,1923,2900,148
"84886",0,18719,18664,19401,48000,1976,1020,116,18868,18879,19415,50000,1915,980,191,19958,20245,20742,10000,1224,1060,248
"18829",0,19314,19280,20074,33000,1978,1000,112,19709,19811,19944,39000,1524,860,94,19975,20039,20900,22000,1726,2400,188
"54089",0,17764,17731,18370,64000,1956,940,72,18288,18366,18744,58000,1738,900,142,18897,18831,19534,49000,2164,1020,300
"112351",0,18869,18883,19563,41000,1943,1040,117,20494,20372,20754,27000,1509,860,248,18754,18760,19457,45000,1983,1140,228
"80091",0,17772,17778,18456,68000,2202,1020,128,18159,18185,18618,58000,1782,920,147,19719,19682,19934,27000,1514,860,32
"102782",0,17035,16957,17693,92000,2246,1000,120,17661,17673,18212,72000,1936,1040,102,18292,18271,18879,56000,1914,1020,148
"79472",0,16143,16108,16905,65000,2151,1100,58,17050,17104,17760,70000,2100,1160,32,17343,17295,17939,77000,2089,1020,128
"131182",0,18217,18168,19003,58000,2142,1020,183,19181,19238,19467,34000,1513,820,208,18999,18926,19788,40000,1954,1140,155
"43552",0,16212,16158,17008,113000,2393,1080,53,17417,17435,18062,88000,2191,1120,250,17249,17240,17820,92000,2121,1020,139
"24446",0,20558,20344,20811,18000,1513,880,39,19939,19978,20271,34000,1522,860,263,20646,20896,21172,6000,1041,880,458
"55075",0,18592,18618,19357,39000,1970,1100,51,19147,19203,19773,29000,1797,1060,195,19550,19489,20163,27000,1641,1000,199
"31356",0,15456,15380,16399,168000,2633,1240,38,17148,17208,17772,83000,1956,1080,37,15700,15648,16621,140000,2488,1320,73
"10516",0,17965,17902,18832,65000,2268,1020,71,19188,19248,19744,48000,1956,1000,183,18282,18297,18944,54000,2052,1020,210
"9570",0,19470,19448,20061,34000,1769,860,36,21687,21358,21273,13000,1258,740,164,20673,20347,20840,15000,1480,820,399
"19260",0,16554,16464,17338,124000,2574,1020,207,17317,17370,18010,90000,2223,1120,84,17522,17442,18194,74000,2274,1060,242
"129727",0,17976,17703,18855,113000,3366,1060,349,18981,19025,19460,38000,1737,900,152,19185,19286,19890,32000,1860,1040,134
"55527",0,16247,16193,17043,85000,2333,1100,46,17296,17321,17955,67000,2037,1100,11,17633,17611,18259,64000,2181,1020,197
"96847",0,17490,17433,18186,64000,2043,1020,131,19189,19181,19708,42000,1775,880,173,17727,17682,18314,66000,1977,1020,71
"130909",0,16371,16091,17255,60000,2840,1060,445,17819,17796,18327,74000,2056,960,194,16874,16810,17557,86000,2079,1060,18
"6360",0,17331,17217,18098,33000,1866,1000,149,18528,18594,19041,38000,2009,900,318,18073,18075,18702,51000,2010,1020,140
"52106",0,18178,18116,18864,55000,2039,1020,206,18314,18346,18884,55000,1952,960,47,19605,19580,20389,26000,1637,1080,200
"108060",0,16694,16667,17444,65000,2118,1040,57,17533,17592,18119,76000,1998,1020,81,18161,18210,18803,59000,1993,1020,130
"121699",0,18265,18224,19064,47000,2218,1020,244,19007,19050,19441,44000,1659,840,63,19420,19367,19903,32000,1711,920,153
"14519",0,18089,18070,18697,52000,1920,940,229,18658,18718,19043,47000,1643,840,59,19184,19111,19779,33000,1796,1040,189
"135168",0,19003,18888,19804,45000,2149,1020,95,19296,19320,19808,45000,1812,960,77,20044,19520,21124,30000,3746,2350,697
"41170",0,18669,18630,19383,44000,1999,1040,292,19127,19227,19472,37000,1599,880,139,20090,20357,20771,12000,1345,1060,232
"31053",0,19559,19536,19800,30000,1571,880,90,20367,20485,20891,18000,1491,920,226,19882,19749,20471,24000,1724,1080,222
"43164",0,16910,16875,17632,86000,2232,1060,100,17759,17807,18297,68000,1913,1020,129,18197,18246,18627,52000,1718,920,326
"97957",0,18073,17984,18755,62000,2148,960,116,19619,19572,20191,40000,1920,1000,105,18017,17859,18663,66000,2298,1060,296
"84084",0,16811,16800,17469,88000,2090,1020,60,18064,18113,18604,65000,1882,960,76,17892,17931,18403,57000,1794,960,178
"27388",0,16797,16767,17492,98000,2268,1020,140,17589,17618,18200,78000,1999,1040,110,18025,18046,18641,56000,2012,1020,272
"87720",0,17579,17564,18236,73000,2136,1020,39,18010,18072,18433,55000,1665,940,75,19099,19108,19500,45000,1878,920,299
"79978",0,18825,18847,19492,41000,1930,920,133,18874,18897,19382,40000,1777,920,166,19740,19434,20676,34000,2525,1260,485
"45263",0,18931,18873,19725,41000,1941,1060,177,20474,20458,20867,21000,1288,860,242,19084,19078,19760,40000,1852,2900,250
"64519",0,16240,16195,17011,111000,2301,1100,59,17213,17280,17852,82000,2030,1100,55,17379,17381,17994,72000,2022,1020,94
"94742",0,16567,16524,17292,97000,2207,1020,39,17495,17520,18157,75000,2040,1100,87,17818,17786,18467,65000,2065,1040,149
"46441",0,15135,15067,15873,168000,2476,1020,38,16891,16951,17568,99000,2156,1120,111,15983,15929,16772,120000,2357,1220,110
"36853",0,16952,16972,17659,83000,2128,1020,184,18354,18423,18874,59000,1836,940,68,17459,17396,18117,81000,2209,1020,183
"98377",0,18998,18980,19609,46000,2097,960,122,19894,19915,20489,30000,1767,980,269,19599,19552,20032,28000,1715,880,421
"65713",0,18930,18999,19449,42000,1787,860,166,18683,18698,19202,47000,1767,880,72,20353,20683,20978,18000,1478,1020,234
"126808",0,19442,19359,20217,31000,1933,1080,357,19493,19500,19916,33000,1628,880,120,21479,20976,21635,7000,1464,940,526
"3525",0,19257,19294,20222,39000,2038,940,79,19167,19244,19709,42000,1723,880,171,20863,20927,21214,7000,1063,740,323
"82122",0,18218,18208,18892,45000,1999,1020,169,18624,18580,19198,50000,1872,960,222,19583,19494,20258,33000,1682,940,242
"127870",0,16880,16856,17608,87000,2200,1020,124,18374,18365,18848,56000,1830,960,168,17541,17472,18121,71000,1990,960,133
"123433",0,18868,18915,19341,43000,1714,840,75,19977,19977,20239,28000,1497,880,46,19005,19110,19487,45000,1703,920,127
"52487",0,17501,17488,18191,71000,2083,1000,22,18166,18274,18696,59000,1821,980,70,18786,18779,19530,42000,1909,2850,184
"94965",0,18896,18774,19643,51000,2300,1020,126,20175,20180,20437,26000,1398,860,213,20148,20054,20708,25000,1739,1100,120
"89042",0,17812,17752,18394,55000,1934,940,123,18502,18536,18923,47000,1666,920,35,19224,19215,19740,37000,1689,1040,140
"17803",0,15491,15416,16379,165000,2655,1140,75,16341,16385,17131,119000,2318,1180,51,16360,16320,17032,100000,2147,1080,85
"116422",0,16045,16040,16896,63000,2193,1160,102,16974,17024,17647,63000,2043,1120,132,17153,17123,17780,79000,2154,1040,88
"59876",0,15608,15551,16477,150000,2508,1180,28,16811,16859,17518,93000,2071,1160,81,16501,16448,17177,105000,2261,1120,50
"35382",0,17494,17426,18242,100000,2973,1020,406,18587,18639,19093,18000,1444,960,91,18486,18270,19256,66000,2869,2650,509
"10968",0,17493,17425,18466,100000,2706,1040,164,17698,17825,18277,48000,1853,1020,76,18457,18449,18996,51000,1802,900,211
"107222",0,19210,19131,19810,41000,2085,960,352,19213,19218,19594,43000,1590,860,139,21498,20746,21332,11000,1319,840,329
"97778",0,19152,19100,19822,38000,1934,820,247,19598,19677,20028,32000,1585,900,124,20744,20589,21021,15000,1305,840,145
"75612",0,18719,18606,19323,43000,1943,1020,124,20514,20528,20585,23000,1346,840,91,19270,19270,19806,34000,1766,940,49
"78835",0,19049,19076,19706,33000,1750,980,256,21276,21225,21227,16000,1383,820,451,20294,20484,20965,14000,1590,1200,174
"10279",0,16713,16642,17609,114000,2658,1020,18,17182,17280,17834,84000,2007,1060,38,17572,17586,18137,67000,1901,960,147
"63063",0,19439,19507,20108,34000,2180,860,485,19443,19453,20052,33000,1703,900,275,20683,20640,21186,14000,1424,1100,319
"105083",0,19074,19044,19638,35000,1689,900,340,19666,19688,19973,30000,1651,840,177,19874,19857,20673,25000,1805,1200,266
"131328",0,16461,16389,17334,114000,2548,1040,93,16993,16999,17715,88000,2116,1180,103,17604,17598,18250,72000,2030,1020,71
"95260",0,18814,18795,19490,45000,2158,1020,205,18732,18716,19194,53000,2084,920,354,20352,20230,20770,22000,1508,960,157
"7306",0,18505,18421,19189,51000,2010,920,224,20202,20267,20361,24000,1388,820,199,18549,18523,18999,46000,1768,860,120
"37387",0,15221,15156,16124,165000,2609,1160,6,16096,16122,16831,138000,2334,1160,35,16240,16205,16984,108000,2251,1100,88
"58885",0,16453,16311,17196,116000,2646,1060,215,18072,18101,18512,34000,1631,920,100,17278,17270,17857,44000,1860,1040,109
"31264",0,19114,19043,19784,36000,1834,1020,69,20510,20658,20625,26000,1249,780,218,19790,19716,20354,28000,1736,960,234
"93289",0,18306,18107,19008,62000,2247,1020,288,19393,19366,20064,37000,2046,940,338,19230,19185,19773,38000,1922,980,33
"33157",0,19114,19058,19595,38000,1880,880,191,20171,20219,20579,31000,1689,860,252,19356,19280,20274,33000,1841,1260,139
"87883",0,20240,20342,20515,24000,1577,860,175,21547,20974,21214,12000,1228,840,146,20577,20763,21218,9000,1198,1180,272
"104303",0,19598,19606,20133,27000,1583,940,135,19382,19418,19643,40000,1415,840,111,21598,21253,21334,7000,1027,860,188
"92584",0,19254,19241,19919,32000,1816,900,368,20648,20578,20731,23000,1425,900,111,20107,20424,21114,16000,1527,1260,462
"31669",0,20506,20319,20556,15000,1240,700,71,21524,20974,21796,8000,2596,1040,749,20770,20489,20789,14000,1335,820,127
"4051",0,19035,19030,19427,40000,1611,840,20,20052,19929,20408,38000,2695,940,624,19200,19169,20105,33000,1975,2550,121
"92851",0,18571,18547,19173,54000,2062,940,249,19545,19591,19932,32000,1567,900,125,19613,19539,20352,32000,2016,2750,266
"90663",0,17313,17269,17979,90000,2307,1020,39,18802,18865,19279,45000,1719,1020,161,17504,17418,18141,80000,2243,1040,67
"109547",0,15768,15695,16715,158000,2724,1160,121,17314,17302,18019,50000,1972,1060,84,16689,16638,17287,101000,2239,1020,141
"123277",0,19803,19760,20500,30000,1944,920,401,21499,21245,21736,12000,1786,880,553,21037,21010,21120,11000,1201,740,235
"16770",0,18979,18953,19674,45000,2054,1000,111,18786,18808,19356,50000,1919,960,165,20550,20449,20968,19000,1630,980,262
"109980",0,15682,15625,16606,121000,2560,1160,84,17319,17317,18011,86000,2151,1060,48,16575,16520,17231,98000,2195,1060,116
"131550",0,18789,18709,19563,46000,2132,1020,204,20282,20348,20813,20000,1406,940,144,19314,19335,19920,36000,1792,2950,181
"45288",0,15627,15585,16532,97000,2468,1220,84,16566,16597,17348,120000,2292,1240,120,16684,16671,17342,105000,2137,1080,53
"87319",0,18676,18693,19268,47000,1872,960,234,19266,19244,19736,38000,1752,880,131,19960,19633,20367,33000,2106,940,366
"13375",0,18569,18423,19391,50000,2199,1060,316,20581,20637,21039,19000,1338,840,57,20335,19983,20591,22000,1857,760,484
"21862",0,18117,18102,18929,48000,2316,1020,281,19161,19253,19502,25000,1546,840,91,19145,18989,19985,46000,2155,1120,328
"97787",0,16926,16901,17621,78000,2194,1020,147,17774,17764,18414,72000,2027,1020,27,18003,17988,18544,61000,1851,940,36
